data_referencia,meta_dia,venda_atual_ate_slot,percentual_dia_hist,tipo_percentual_base,projecao_dia,desvio_projecao,total_d1,meta_d1,desvio_d1,total_d7,meta_d7,desvio_d7,ritmo_vs_d1,ritmo_vs_d7,ritmo_vs_media,explicacao_ritmo,explicacao_d1,explicacao_d7
2025-11-21,1550000.0,548340.99,0.6248278890214618,intradia_hist,877587.2518410672,-672412.7481589328,619999.91,1550000.0,-930000.09,1018965.12,1550000.0,-531034.88,1.351488249992489,0.8223409972644471,0.8096098123604895,"Até agora vendemos 548,341, equivalente a 62.48% do padrão intradia histórico.","Ontem fechamos em 620,000 vs meta 1,550,000 (-930,000 de desvio).","Há 7 dias fechamos em 1,018,965 vs meta 1,550,000 (-531,035 de desvio)."
