DATA,JANELA_15MIN,VALOR_TOTAL_15M
2025-11-03,2025-11-03 22:15:00.000,5429.77
2025-11-03,2025-11-03 22:30:00.000,3493.47
2025-11-03,2025-11-03 22:45:00.000,3158.03
2025-11-03,2025-11-03 23:00:00.000,783.44
2025-11-03,2025-11-03 23:15:00.000,2430.22
2025-11-03,2025-11-03 23:30:00.000,574.33
2025-11-03,2025-11-03 23:45:00.000,441.7
2025-11-04,2025-11-04 00:00:00.000,1034.13
2025-11-04,2025-11-04 00:15:00.000,1440.76
2025-11-04,2025-11-04 00:30:00.000,227.18
2025-11-04,2025-11-04 00:45:00.000,556.9
2025-11-04,2025-11-04 01:00:00.000,387.79
2025-11-04,2025-11-04 01:30:00.000,28.84
2025-11-04,2025-11-04 02:45:00.000,14.22
2025-11-04,2025-11-04 03:00:00.000,32.49
2025-11-04,2025-11-04 03:15:00.000,43.24
2025-11-04,2025-11-04 03:45:00.000,71.52
2025-11-04,2025-11-04 05:30:00.000,301.14
2025-11-04,2025-11-04 05:45:00.000,275.89
2025-11-04,2025-11-04 06:30:00.000,404.85
2025-11-04,2025-11-04 06:45:00.000,370.12
2025-11-04,2025-11-04 07:00:00.000,2844.08
2025-11-04,2025-11-04 07:15:00.000,4899.46
2025-11-04,2025-11-04 07:30:00.000,7870.02
2025-11-04,2025-11-04 07:45:00.000,5783.58
2025-11-04,2025-11-04 08:00:00.000,10662.85
2025-11-04,2025-11-04 08:15:00.000,6315.49
2025-11-04,2025-11-04 08:30:00.000,8613.9
2025-11-04,2025-11-04 08:45:00.000,9099.8
2025-11-04,2025-11-04 09:00:00.000,13570.71
2025-11-04,2025-11-04 09:15:00.000,12458.57
2025-11-04,2025-11-04 09:30:00.000,13775.38
2025-11-04,2025-11-04 09:45:00.000,13086.04
2025-11-04,2025-11-04 10:00:00.000,25783.24
2025-11-04,2025-11-04 10:15:00.000,15232.83
2025-11-04,2025-11-04 10:30:00.000,23899.5
2025-11-04,2025-11-04 10:45:00.000,25187.03
2025-11-04,2025-11-04 11:00:00.000,21244.55
2025-11-04,2025-11-04 11:15:00.000,20944.25
2025-11-04,2025-11-04 11:30:00.000,21510.36
2025-11-04,2025-11-04 11:45:00.000,35220.11
2025-11-04,2025-11-04 12:00:00.000,14297.61
2025-11-04,2025-11-04 12:15:00.000,17229.33
2025-11-04,2025-11-04 12:30:00.000,18940.97
2025-11-04,2025-11-04 12:45:00.000,20225.38
2025-11-04,2025-11-04 13:00:00.000,23560.29
2025-11-04,2025-11-04 13:15:00.000,25931.3
2025-11-04,2025-11-04 13:30:00.000,16508.49
2025-11-04,2025-11-04 13:45:00.000,19885.84
2025-11-04,2025-11-04 14:00:00.000,23327.26
2025-11-04,2025-11-04 14:15:00.000,21198.13
2025-11-04,2025-11-04 14:30:00.000,30730.97
2025-11-04,2025-11-04 14:45:00.000,30535.77
2025-11-04,2025-11-04 15:00:00.000,23561.46
2025-11-04,2025-11-04 15:15:00.000,25297.77
2025-11-04,2025-11-04 15:30:00.000,25939.29
2025-11-04,2025-11-04 15:45:00.000,19689.59
2025-11-04,2025-11-04 16:00:00.000,21998.14
2025-11-04,2025-11-04 16:15:00.000,32701.13
2025-11-04,2025-11-04 16:30:00.000,23381.97
2025-11-04,2025-11-04 16:45:00.000,19479.06
2025-11-04,2025-11-04 17:00:00.000,31637.56
2025-11-04,2025-11-04 17:15:00.000,23892.76
2025-11-04,2025-11-04 17:30:00.000,24620.4
2025-11-04,2025-11-04 17:45:00.000,24916.94
2025-11-04,2025-11-04 18:00:00.000,24932.49
2025-11-04,2025-11-04 18:15:00.000,19913.48
2025-11-04,2025-11-04 18:30:00.000,17384.23
2025-11-04,2025-11-04 18:45:00.000,25267.36
2025-11-04,2025-11-04 19:00:00.000,30389.09
2025-11-04,2025-11-04 19:15:00.000,31493.96
2025-11-04,2025-11-04 19:30:00.000,26155.19
2025-11-04,2025-11-04 19:45:00.000,28878.6
2025-11-04,2025-11-04 20:00:00.000,14983.25
2025-11-04,2025-11-04 20:15:00.000,15501.64
2025-11-04,2025-11-04 20:30:00.000,17761.21
2025-11-04,2025-11-04 20:45:00.000,13829.21
2025-11-04,2025-11-04 21:00:00.000,17403.39
2025-11-04,2025-11-04 21:15:00.000,14254.81
2025-11-04,2025-11-04 21:30:00.000,16654.51
2025-11-04,2025-11-04 21:45:00.000,12565.53
2025-11-04,2025-11-04 22:00:00.000,20509.47
2025-11-04,2025-11-04 22:15:00.000,8138.94
2025-11-04,2025-11-04 22:30:00.000,4435.22
2025-11-04,2025-11-04 22:45:00.000,1929.65
2025-11-04,2025-11-04 23:00:00.000,3784.67
2025-11-04,2025-11-04 23:15:00.000,785.65
2025-11-04,2025-11-04 23:30:00.000,208.71
2025-11-04,2025-11-04 23:45:00.000,944.9
2025-11-05,2025-11-05 00:00:00.000,1074.55
2025-11-05,2025-11-05 00:30:00.000,82.61
2025-11-05,2025-11-05 00:45:00.000,726.29
2025-11-05,2025-11-05 01:15:00.000,231.49
2025-11-05,2025-11-05 01:30:00.000,403.67
2025-11-05,2025-11-05 02:00:00.000,99.8
2025-11-05,2025-11-05 02:30:00.000,33.69
2025-11-05,2025-11-05 03:00:00.000,39.8
2025-11-05,2025-11-05 03:15:00.000,222.14
2025-11-05,2025-11-05 03:30:00.000,149.58
2025-11-05,2025-11-05 03:45:00.000,84.46
2025-11-05,2025-11-05 04:15:00.000,106.81
2025-11-05,2025-11-05 04:30:00.000,19.89
2025-11-05,2025-11-05 05:45:00.000,85.99
2025-11-05,2025-11-05 06:00:00.000,102.18
2025-11-05,2025-11-05 06:30:00.000,161.26
2025-11-05,2025-11-05 06:45:00.000,938.04
2025-11-05,2025-11-05 07:00:00.000,2449.3
2025-11-05,2025-11-05 07:15:00.000,3390.58
2025-11-05,2025-11-05 07:30:00.000,14035.48
2025-11-05,2025-11-05 07:45:00.000,9142.38
2025-11-05,2025-11-05 08:00:00.000,11498.42
2025-11-05,2025-11-05 08:15:00.000,6576.31
2025-11-05,2025-11-05 08:30:00.000,12491.02
2025-11-05,2025-11-05 08:45:00.000,15377.4
2025-11-05,2025-11-05 09:00:00.000,13330.66
2025-11-05,2025-11-05 09:15:00.000,23087.18
2025-11-05,2025-11-05 09:30:00.000,21154.03
2025-11-05,2025-11-05 09:45:00.000,22479.32
2025-11-05,2025-11-05 10:00:00.000,21136.92
2025-11-05,2025-11-05 10:15:00.000,20214.66
2025-11-05,2025-11-05 10:30:00.000,35648
2025-11-05,2025-11-05 10:45:00.000,29115.06
2025-11-05,2025-11-05 11:00:00.000,25139.29
2025-11-05,2025-11-05 11:15:00.000,40639.13
2025-11-05,2025-11-05 11:30:00.000,33653.93
2025-11-05,2025-11-05 11:45:00.000,19164.01
2025-11-05,2025-11-05 12:00:00.000,22688.16
2025-11-05,2025-11-05 12:15:00.000,19327.29
2025-11-05,2025-11-05 12:30:00.000,24959.97
2025-11-05,2025-11-05 12:45:00.000,26037.62
2025-11-05,2025-11-05 13:00:00.000,19279.74
2025-11-05,2025-11-05 13:15:00.000,26647.49
2025-11-05,2025-11-05 13:30:00.000,30849.35
2025-11-05,2025-11-05 13:45:00.000,27891.32
2025-11-05,2025-11-05 14:00:00.000,31898.12
2025-11-05,2025-11-05 14:15:00.000,34673.78
2025-11-05,2025-11-05 14:30:00.000,43604.45
2025-11-05,2025-11-05 14:45:00.000,30186.02
2025-11-05,2025-11-05 15:00:00.000,24742.45
2025-11-05,2025-11-05 15:15:00.000,36859.31
2025-11-05,2025-11-05 15:30:00.000,27981.34
2025-11-05,2025-11-05 15:45:00.000,29501.57
2025-11-05,2025-11-05 16:00:00.000,19105.79
2025-11-05,2025-11-05 16:15:00.000,46975.11
2025-11-05,2025-11-05 16:30:00.000,27033.03
2025-11-05,2025-11-05 16:45:00.000,30227.04
2025-11-05,2025-11-05 17:00:00.000,36287.82
2025-11-05,2025-11-05 17:15:00.000,29312.84
2025-11-05,2025-11-05 17:30:00.000,37526.18
2025-11-05,2025-11-05 17:45:00.000,24509.74
2025-11-05,2025-11-05 18:00:00.000,26996.91
2025-11-05,2025-11-05 18:15:00.000,43295.96
2025-11-05,2025-11-05 18:30:00.000,30367.33
2025-11-05,2025-11-05 18:45:00.000,36345.13
2025-11-05,2025-11-05 19:00:00.000,28878.75
2025-11-05,2025-11-05 19:15:00.000,29659.25
2025-11-05,2025-11-05 19:30:00.000,30010.66
2025-11-05,2025-11-05 19:45:00.000,24477.89
2025-11-05,2025-11-05 20:00:00.000,31519.41
2025-11-05,2025-11-05 20:15:00.000,32498.29
2025-11-05,2025-11-05 20:30:00.000,21950.34
2025-11-05,2025-11-05 20:45:00.000,12676.58
2025-11-05,2025-11-05 21:00:00.000,17046.6
2025-11-05,2025-11-05 21:15:00.000,19068.47
2025-11-05,2025-11-05 21:30:00.000,16148.33
2025-11-05,2025-11-05 21:45:00.000,14302.3
2025-11-05,2025-11-05 22:00:00.000,9125.61
2025-11-05,2025-11-05 22:15:00.000,4625.03
2025-11-05,2025-11-05 22:30:00.000,7967.01
2025-11-05,2025-11-05 22:45:00.000,5329.69
2025-11-05,2025-11-05 23:00:00.000,4546.72
2025-11-05,2025-11-05 23:15:00.000,1914.44
2025-11-05,2025-11-05 23:30:00.000,2441.17
2025-11-05,2025-11-05 23:45:00.000,1845.79
2025-11-06,2025-11-06 00:00:00.000,4584.75
2025-11-06,2025-11-06 00:15:00.000,1473.05
2025-11-06,2025-11-06 00:30:00.000,617.18
2025-11-06,2025-11-06 00:45:00.000,248.16
2025-11-06,2025-11-06 01:00:00.000,213.11
2025-11-06,2025-11-06 01:15:00.000,407.52
2025-11-06,2025-11-06 01:30:00.000,761.28
2025-11-06,2025-11-06 02:00:00.000,44.68
2025-11-06,2025-11-06 02:15:00.000,118.99
2025-11-06,2025-11-06 02:30:00.000,69.8
2025-11-06,2025-11-06 03:00:00.000,10.89
2025-11-06,2025-11-06 04:45:00.000,97.8
2025-11-06,2025-11-06 05:00:00.000,19.3
2025-11-06,2025-11-06 05:30:00.000,266.81
2025-11-06,2025-11-06 05:45:00.000,441.43
2025-11-06,2025-11-06 06:15:00.000,126.32
2025-11-06,2025-11-06 06:30:00.000,162
2025-11-06,2025-11-06 06:45:00.000,690.06
2025-11-06,2025-11-06 07:00:00.000,5635.76
2025-11-06,2025-11-06 07:15:00.000,9781.61
2025-11-06,2025-11-06 07:30:00.000,10401.3
2025-11-06,2025-11-06 07:45:00.000,21921.84
2025-11-06,2025-11-06 08:00:00.000,31921.27
2025-11-06,2025-11-06 08:15:00.000,25656.79
2025-11-06,2025-11-06 08:30:00.000,34172.88
2025-11-06,2025-11-06 08:45:00.000,52754.67
2025-11-06,2025-11-06 09:00:00.000,49389.36
2025-11-06,2025-11-06 09:15:00.000,43762.57
2025-11-06,2025-11-06 09:30:00.000,62029.16
2025-11-06,2025-11-06 09:45:00.000,52738.64
2025-11-06,2025-11-06 10:00:00.000,35311.48
2025-11-06,2025-11-06 10:15:00.000,58292.93
2025-11-06,2025-11-06 10:30:00.000,66536.39
2025-11-06,2025-11-06 10:45:00.000,59171
2025-11-06,2025-11-06 11:00:00.000,85656.52
2025-11-06,2025-11-06 11:15:00.000,54974.74
2025-11-06,2025-11-06 11:30:00.000,54383.85
2025-11-06,2025-11-06 11:45:00.000,61149.6
2025-11-06,2025-11-06 12:00:00.000,44593.88
2025-11-06,2025-11-06 12:15:00.000,51656.05
2025-11-06,2025-11-06 12:30:00.000,46698.58
2025-11-06,2025-11-06 12:45:00.000,44608.24
2025-11-06,2025-11-06 13:00:00.000,61110.58
2025-11-06,2025-11-06 13:15:00.000,57014.25
2025-11-06,2025-11-06 13:30:00.000,61897.42
2025-11-06,2025-11-06 13:45:00.000,68287.14
2025-11-06,2025-11-06 14:00:00.000,65170.09
2025-11-06,2025-11-06 14:15:00.000,66057.25
2025-11-06,2025-11-06 14:30:00.000,71572.51
2025-11-06,2025-11-06 14:45:00.000,73922.59
2025-11-06,2025-11-06 15:00:00.000,59692.4
2025-11-06,2025-11-06 15:15:00.000,78602.52
2025-11-06,2025-11-06 15:30:00.000,67448.9
2025-11-06,2025-11-06 15:45:00.000,59586.65
2025-11-06,2025-11-06 16:00:00.000,73197.21
2025-11-06,2025-11-06 16:15:00.000,59887.36
2025-11-06,2025-11-06 16:30:00.000,77642.81
2025-11-06,2025-11-06 16:45:00.000,64704.8
2025-11-06,2025-11-06 17:00:00.000,60970.37
2025-11-06,2025-11-06 17:15:00.000,64484.51
2025-11-06,2025-11-06 17:30:00.000,69708.42
2025-11-06,2025-11-06 17:45:00.000,57463.63
2025-11-06,2025-11-06 18:00:00.000,48276.78
2025-11-06,2025-11-06 18:15:00.000,54057.5
2025-11-06,2025-11-06 18:30:00.000,66161.38
2025-11-06,2025-11-06 18:45:00.000,52733.31
2025-11-06,2025-11-06 19:00:00.000,53923.63
2025-11-06,2025-11-06 19:15:00.000,43678.4
2025-11-06,2025-11-06 19:30:00.000,58551.26
2025-11-06,2025-11-06 19:45:00.000,38524.01
2025-11-06,2025-11-06 20:00:00.000,53141.01
2025-11-06,2025-11-06 20:15:00.000,45733.55
2025-11-06,2025-11-06 20:30:00.000,27587.12
2025-11-06,2025-11-06 20:45:00.000,48088.99
2025-11-06,2025-11-06 21:00:00.000,34610.49
2025-11-06,2025-11-06 21:15:00.000,33935.39
2025-11-06,2025-11-06 21:30:00.000,44356.2
2025-11-06,2025-11-06 21:45:00.000,23858.48
2025-11-06,2025-11-06 22:00:00.000,26277.34
2025-11-06,2025-11-06 22:15:00.000,10293.92
2025-11-06,2025-11-06 22:30:00.000,16291.13
2025-11-06,2025-11-06 22:45:00.000,13453.85
2025-11-06,2025-11-06 23:00:00.000,8754.25
2025-11-06,2025-11-06 23:15:00.000,1893.01
2025-11-06,2025-11-06 23:30:00.000,3105.29
2025-11-06,2025-11-06 23:45:00.000,1406.64
2025-11-07,2025-11-07 00:00:00.000,308.57
2025-11-07,2025-11-07 00:15:00.000,244.87
2025-11-07,2025-11-07 00:30:00.000,919.56
2025-11-07,2025-11-07 00:45:00.000,38.8
2025-11-07,2025-11-07 01:00:00.000,319.84
2025-11-07,2025-11-07 01:30:00.000,105.42
2025-11-07,2025-11-07 01:45:00.000,359.3
2025-11-07,2025-11-07 02:00:00.000,126.38
2025-11-07,2025-11-07 02:15:00.000,59.88
2025-11-07,2025-11-07 03:15:00.000,35.87
2025-11-07,2025-11-07 03:30:00.000,41.35
2025-11-07,2025-11-07 03:45:00.000,92.88
2025-11-07,2025-11-07 04:30:00.000,87.25
2025-11-07,2025-11-07 04:45:00.000,124.89
2025-11-07,2025-11-07 05:00:00.000,708.1
2025-11-07,2025-11-07 05:15:00.000,177.17
2025-11-07,2025-11-07 05:30:00.000,112.1
2025-11-07,2025-11-07 05:45:00.000,90.98
2025-11-07,2025-11-07 06:00:00.000,40.11
2025-11-07,2025-11-07 06:15:00.000,305.62
2025-11-07,2025-11-07 06:30:00.000,316.56
2025-11-07,2025-11-07 06:45:00.000,2673
2025-11-07,2025-11-07 07:00:00.000,2551.97
2025-11-07,2025-11-07 07:15:00.000,11145.25
2025-11-07,2025-11-07 07:30:00.000,9338.4
2025-11-07,2025-11-07 07:45:00.000,14524.06
2025-11-07,2025-11-07 08:00:00.000,13732.94
2025-11-07,2025-11-07 08:15:00.000,26758.14
2025-11-07,2025-11-07 08:30:00.000,16816.01
2025-11-07,2025-11-07 08:45:00.000,25026.5
2025-11-07,2025-11-07 09:00:00.000,31317.89
2025-11-07,2025-11-07 09:15:00.000,23357.92
2025-11-07,2025-11-07 09:30:00.000,31546.16
2025-11-07,2025-11-07 09:45:00.000,44506.64
2025-11-07,2025-11-07 10:00:00.000,45349.26
2025-11-07,2025-11-07 10:15:00.000,44699.34
2025-11-07,2025-11-07 10:30:00.000,42333.94
2025-11-07,2025-11-07 10:45:00.000,33089.32
2025-11-07,2025-11-07 11:00:00.000,41417.34
2025-11-07,2025-11-07 11:15:00.000,45182.93
2025-11-07,2025-11-07 11:30:00.000,35394.85
2025-11-07,2025-11-07 11:45:00.000,29358.23
2025-11-07,2025-11-07 12:00:00.000,40995.63
2025-11-07,2025-11-07 12:15:00.000,23915.01
2025-11-07,2025-11-07 12:30:00.000,34815.73
2025-11-07,2025-11-07 12:45:00.000,42208.03
2025-11-07,2025-11-07 13:00:00.000,24277.66
2025-11-07,2025-11-07 13:15:00.000,38316.62
2025-11-07,2025-11-07 13:30:00.000,29382.91
2025-11-07,2025-11-07 13:45:00.000,27865.42
2025-11-07,2025-11-07 14:00:00.000,38623.47
2025-11-07,2025-11-07 14:15:00.000,22764.33
2025-11-07,2025-11-07 14:30:00.000,46397.61
2025-11-07,2025-11-07 14:45:00.000,43466.25
2025-11-07,2025-11-07 15:00:00.000,32860.64
2025-11-07,2025-11-07 15:15:00.000,39307.92
2025-11-07,2025-11-07 15:30:00.000,51393.43
2025-11-07,2025-11-07 15:45:00.000,56786.1
2025-11-07,2025-11-07 16:00:00.000,36120.99
2025-11-07,2025-11-07 16:15:00.000,33082.36
2025-11-07,2025-11-07 16:30:00.000,47053.15
2025-11-07,2025-11-07 16:45:00.000,43780.35
2025-11-07,2025-11-07 17:00:00.000,36538.59
2025-11-07,2025-11-07 17:15:00.000,40688.08
2025-11-07,2025-11-07 17:30:00.000,29277.56
2025-11-07,2025-11-07 17:45:00.000,45730.26
2025-11-07,2025-11-07 18:00:00.000,34819.26
2025-11-07,2025-11-07 18:15:00.000,36578.57
2025-11-07,2025-11-07 18:30:00.000,45892.24
2025-11-07,2025-11-07 18:45:00.000,42367.55
2025-11-07,2025-11-07 19:00:00.000,37109.34
2025-11-07,2025-11-07 19:15:00.000,36499.98
2025-11-07,2025-11-07 19:30:00.000,21445.19
2025-11-07,2025-11-07 19:45:00.000,29079.16
2025-11-07,2025-11-07 20:00:00.000,26025.98
2025-11-07,2025-11-07 20:15:00.000,18391.91
2025-11-07,2025-11-07 20:30:00.000,22065.38
2025-11-07,2025-11-07 20:45:00.000,30142.33
2025-11-07,2025-11-07 21:00:00.000,12831.79
2025-11-07,2025-11-07 21:15:00.000,19123.42
2025-11-07,2025-11-07 21:30:00.000,21352.18
2025-11-07,2025-11-07 21:45:00.000,21756.12
2025-11-07,2025-11-07 22:00:00.000,14840.49
2025-11-07,2025-11-07 22:15:00.000,8893.47
2025-11-07,2025-11-07 22:30:00.000,6365.4
2025-11-07,2025-11-07 22:45:00.000,2494.19
2025-11-07,2025-11-07 23:00:00.000,3765.82
2025-11-07,2025-11-07 23:15:00.000,1963.29
2025-11-07,2025-11-07 23:30:00.000,253.56
2025-11-07,2025-11-07 23:45:00.000,1117.52
2025-11-08,2025-11-08 00:00:00.000,2095.11
2025-11-08,2025-11-08 00:15:00.000,1738.65
2025-11-08,2025-11-08 00:30:00.000,501.6
2025-11-08,2025-11-08 00:45:00.000,347.92
2025-11-08,2025-11-08 01:00:00.000,121.95
2025-11-08,2025-11-08 01:15:00.000,1118.67
2025-11-08,2025-11-08 01:30:00.000,25.37
2025-11-08,2025-11-08 02:00:00.000,187.15
2025-11-08,2025-11-08 02:15:00.000,5.81
2025-11-08,2025-11-08 03:00:00.000,62.8
2025-11-08,2025-11-08 03:45:00.000,23.88
2025-11-08,2025-11-08 04:00:00.000,302.77
2025-11-08,2025-11-08 05:15:00.000,39.8
2025-11-08,2025-11-08 06:30:00.000,20.67
2025-11-08,2025-11-08 06:45:00.000,30.34
2025-11-08,2025-11-08 07:00:00.000,1710.53
2025-11-08,2025-11-08 07:15:00.000,4517.8
2025-11-08,2025-11-08 07:30:00.000,12188.93
2025-11-08,2025-11-08 07:45:00.000,9508.05
2025-11-08,2025-11-08 08:00:00.000,10102.66
2025-11-08,2025-11-08 08:15:00.000,10719.03
2025-11-08,2025-11-08 08:30:00.000,6757.23
2025-11-08,2025-11-08 08:45:00.000,14837.12
2025-11-08,2025-11-08 09:00:00.000,13161.5
2025-11-08,2025-11-08 09:15:00.000,14772.04
2025-11-08,2025-11-08 09:30:00.000,17303.24
2025-11-08,2025-11-08 09:45:00.000,19088.79
2025-11-08,2025-11-08 10:00:00.000,28844.1
2025-11-08,2025-11-08 10:15:00.000,20172.58
2025-11-08,2025-11-08 10:30:00.000,26067.14
2025-11-08,2025-11-08 10:45:00.000,31055.16
2025-11-08,2025-11-08 11:00:00.000,30882.44
2025-11-08,2025-11-08 11:15:00.000,32722.03
2025-11-08,2025-11-08 11:30:00.000,23902.38
2025-11-08,2025-11-08 11:45:00.000,31538.22
2025-11-08,2025-11-08 12:00:00.000,29627.85
2025-11-08,2025-11-08 12:15:00.000,35708.07
2025-11-08,2025-11-08 12:30:00.000,14811.31
2025-11-08,2025-11-08 12:45:00.000,24756.4
2025-11-08,2025-11-08 13:00:00.000,23639.37
2025-11-08,2025-11-08 13:15:00.000,16316.67
2025-11-08,2025-11-08 13:30:00.000,24179.77
2025-11-08,2025-11-08 13:45:00.000,19282.92
2025-11-08,2025-11-08 14:00:00.000,20771.34
2025-11-08,2025-11-08 14:15:00.000,22115.77
2025-11-08,2025-11-08 14:30:00.000,26837.92
2025-11-08,2025-11-08 14:45:00.000,22507.56
2025-11-08,2025-11-08 15:00:00.000,23604.17
2025-11-08,2025-11-08 15:15:00.000,22690.42
2025-11-08,2025-11-08 15:30:00.000,25818.32
2025-11-08,2025-11-08 15:45:00.000,21874.3
2025-11-08,2025-11-08 16:00:00.000,17691.76
2025-11-08,2025-11-08 16:15:00.000,19321.47
2025-11-08,2025-11-08 16:30:00.000,16458.2
2025-11-08,2025-11-08 16:45:00.000,22328.68
2025-11-08,2025-11-08 17:00:00.000,19261
2025-11-08,2025-11-08 17:15:00.000,17135.92
2025-11-08,2025-11-08 17:30:00.000,14137.94
2025-11-08,2025-11-08 17:45:00.000,22199.48
2025-11-08,2025-11-08 18:00:00.000,20498.23
2025-11-08,2025-11-08 18:15:00.000,26197.27
2025-11-08,2025-11-08 18:30:00.000,18592.38
2025-11-08,2025-11-08 18:45:00.000,24840.2
2025-11-08,2025-11-08 19:00:00.000,19829.89
2025-11-08,2025-11-08 19:15:00.000,15510.14
2025-11-08,2025-11-08 19:30:00.000,10635.26
2025-11-08,2025-11-08 19:45:00.000,17161.75
2025-11-08,2025-11-08 20:00:00.000,12765.42
2025-11-08,2025-11-08 20:15:00.000,19525.25
2025-11-08,2025-11-08 20:30:00.000,13562.04
2025-11-08,2025-11-08 20:45:00.000,9342.97
2025-11-08,2025-11-08 21:00:00.000,10648.64
2025-11-08,2025-11-08 21:15:00.000,15665.06
2025-11-08,2025-11-08 21:30:00.000,3998.14
2025-11-08,2025-11-08 21:45:00.000,4145.77
2025-11-08,2025-11-08 22:00:00.000,3303.78
2025-11-08,2025-11-08 22:15:00.000,3308.49
2025-11-08,2025-11-08 22:30:00.000,2885.82
2025-11-08,2025-11-08 22:45:00.000,6445.62
2025-11-08,2025-11-08 23:00:00.000,1260.63
2025-11-08,2025-11-08 23:15:00.000,1897.89
2025-11-08,2025-11-08 23:30:00.000,1810.47
2025-11-08,2025-11-08 23:45:00.000,413.78
2025-11-09,2025-11-09 00:00:00.000,336.74
2025-11-09,2025-11-09 00:15:00.000,28.26
2025-11-09,2025-11-09 00:30:00.000,331.36
2025-11-09,2025-11-09 00:45:00.000,53.53
2025-11-09,2025-11-09 01:00:00.000,101.79
2025-11-09,2025-11-09 01:30:00.000,12.39
2025-11-09,2025-11-09 01:45:00.000,15.99
2025-11-09,2025-11-09 02:30:00.000,99.79
2025-11-09,2025-11-09 03:45:00.000,36.16
2025-11-09,2025-11-09 04:45:00.000,152.96
2025-11-09,2025-11-09 05:30:00.000,212.31
2025-11-09,2025-11-09 06:45:00.000,9.9
2025-11-09,2025-11-09 07:00:00.000,50.5
2025-11-09,2025-11-09 07:15:00.000,291.74
2025-11-09,2025-11-09 07:30:00.000,389.69
2025-11-09,2025-11-09 07:45:00.000,407.43
2025-11-09,2025-11-09 08:00:00.000,2054.88
2025-11-09,2025-11-09 08:15:00.000,3667.35
2025-11-09,2025-11-09 08:30:00.000,2955.13
2025-11-09,2025-11-09 08:45:00.000,9672.4
2025-11-09,2025-11-09 09:00:00.000,15767.06
2025-11-09,2025-11-09 09:15:00.000,8661.01
2025-11-09,2025-11-09 09:30:00.000,6511.62
2025-11-09,2025-11-09 09:45:00.000,11288.74
2025-11-09,2025-11-09 10:00:00.000,11806.95
2025-11-09,2025-11-09 10:15:00.000,10871.85
2025-11-09,2025-11-09 10:30:00.000,15184.71
2025-11-09,2025-11-09 10:45:00.000,12707.4
2025-11-09,2025-11-09 11:00:00.000,12422.39
2025-11-09,2025-11-09 11:15:00.000,12138.8
2025-11-09,2025-11-09 11:30:00.000,12541.83
2025-11-09,2025-11-09 11:45:00.000,16620.6
2025-11-09,2025-11-09 12:00:00.000,8327.9
2025-11-09,2025-11-09 12:15:00.000,10065.6
2025-11-09,2025-11-09 12:30:00.000,10455.51
2025-11-09,2025-11-09 12:45:00.000,8165.64
2025-11-09,2025-11-09 13:00:00.000,10498.72
2025-11-09,2025-11-09 13:15:00.000,7617.34
2025-11-09,2025-11-09 13:30:00.000,12858.24
2025-11-09,2025-11-09 13:45:00.000,9405.39
2025-11-09,2025-11-09 14:00:00.000,10381.27
2025-11-09,2025-11-09 14:15:00.000,9898.42
2025-11-09,2025-11-09 14:30:00.000,11508.68
2025-11-09,2025-11-09 14:45:00.000,12897.2
2025-11-09,2025-11-09 15:00:00.000,9860.08
2025-11-09,2025-11-09 15:15:00.000,10617.9
2025-11-09,2025-11-09 15:30:00.000,9610.78
2025-11-09,2025-11-09 15:45:00.000,8956.1
2025-11-09,2025-11-09 16:00:00.000,11435.81
2025-11-09,2025-11-09 16:15:00.000,11807.92
2025-11-09,2025-11-09 16:30:00.000,8769.26
2025-11-09,2025-11-09 16:45:00.000,13596.48
2025-11-09,2025-11-09 17:00:00.000,8726.38
2025-11-09,2025-11-09 17:15:00.000,9849.5
2025-11-09,2025-11-09 17:30:00.000,10139.98
2025-11-09,2025-11-09 17:45:00.000,6888.36
2025-11-09,2025-11-09 18:00:00.000,10229.72
2025-11-09,2025-11-09 18:15:00.000,10273.75
2025-11-09,2025-11-09 18:30:00.000,9168.8
2025-11-09,2025-11-09 18:45:00.000,14631.84
2025-11-09,2025-11-09 19:00:00.000,6955.15
2025-11-09,2025-11-09 19:15:00.000,14108.55
2025-11-09,2025-11-09 19:30:00.000,9964.68
2025-11-09,2025-11-09 19:45:00.000,6833.4
2025-11-09,2025-11-09 20:00:00.000,10966.94
2025-11-09,2025-11-09 20:15:00.000,15335.29
2025-11-09,2025-11-09 20:30:00.000,6329.6
2025-11-09,2025-11-09 20:45:00.000,15309.5
2025-11-09,2025-11-09 21:00:00.000,5462.57
2025-11-09,2025-11-09 21:15:00.000,5176.78
2025-11-09,2025-11-09 21:30:00.000,10297.31
2025-11-09,2025-11-09 21:45:00.000,5911.8
2025-11-09,2025-11-09 22:00:00.000,1704.59
2025-11-09,2025-11-09 22:15:00.000,4147.72
2025-11-09,2025-11-09 22:30:00.000,1794.05
2025-11-09,2025-11-09 22:45:00.000,2776.87
2025-11-09,2025-11-09 23:00:00.000,437.64
2025-11-09,2025-11-09 23:15:00.000,305.6
2025-11-09,2025-11-09 23:30:00.000,308.18
2025-11-09,2025-11-09 23:45:00.000,399.21
2025-11-10,2025-11-10 00:00:00.000,15.99
2025-11-10,2025-11-10 00:15:00.000,117.48
2025-11-10,2025-11-10 00:30:00.000,9.65
2025-11-10,2025-11-10 01:30:00.000,68.86
2025-11-10,2025-11-10 02:00:00.000,126.55
2025-11-10,2025-11-10 02:15:00.000,31.64
2025-11-10,2025-11-10 03:45:00.000,16.9
2025-11-10,2025-11-10 05:45:00.000,149.9
2025-11-10,2025-11-10 06:30:00.000,1952.78
