DATA,JANELA_15MIN,VALOR_TOTAL_15M
2025-10-28,2025-10-28 13:30:00.000,8260.58
2025-10-28,2025-10-28 13:45:00.000,12697.21
2025-10-28,2025-10-28 14:00:00.000,5046.73
2025-10-28,2025-10-28 14:15:00.000,6930.16
2025-10-28,2025-10-28 14:30:00.000,10619.54
2025-10-28,2025-10-28 14:45:00.000,13638.11
2025-10-28,2025-10-28 15:00:00.000,13293.18
2025-10-28,2025-10-28 15:15:00.000,17425.78
2025-10-28,2025-10-28 15:30:00.000,10659.56
2025-10-28,2025-10-28 15:45:00.000,13578.52
2025-10-28,2025-10-28 16:00:00.000,8842.83
2025-10-28,2025-10-28 16:15:00.000,14875.3
2025-10-28,2025-10-28 16:30:00.000,17285.95
2025-10-28,2025-10-28 16:45:00.000,13671.41
2025-10-28,2025-10-28 17:00:00.000,18059.39
2025-10-28,2025-10-28 17:15:00.000,15067.56
2025-10-28,2025-10-28 17:30:00.000,10646.78
2025-10-28,2025-10-28 17:45:00.000,13579.15
2025-10-28,2025-10-28 18:00:00.000,9713.52
2025-10-28,2025-10-28 18:15:00.000,18212.24
2025-10-28,2025-10-28 18:30:00.000,9399.11
2025-10-28,2025-10-28 18:45:00.000,13909.74
2025-10-28,2025-10-28 19:00:00.000,11339.03
2025-10-28,2025-10-28 19:15:00.000,13242.18
2025-10-28,2025-10-28 19:30:00.000,15909.11
2025-10-28,2025-10-28 19:45:00.000,9735.25
2025-10-28,2025-10-28 20:00:00.000,15026.45
2025-10-28,2025-10-28 20:15:00.000,7353.46
2025-10-28,2025-10-28 20:30:00.000,11564.3
2025-10-28,2025-10-28 20:45:00.000,6406.89
2025-10-28,2025-10-28 21:00:00.000,7959.25
2025-10-28,2025-10-28 21:15:00.000,8659.36
2025-10-28,2025-10-28 21:30:00.000,5665.54
2025-10-28,2025-10-28 21:45:00.000,4336.47
2025-10-28,2025-10-28 22:00:00.000,2547.9
2025-10-28,2025-10-28 22:15:00.000,2996.72
2025-10-28,2025-10-28 22:30:00.000,1703.54
2025-10-28,2025-10-28 22:45:00.000,2588.54
2025-10-28,2025-10-28 23:00:00.000,1533.44
2025-10-28,2025-10-28 23:15:00.000,133.54
2025-10-28,2025-10-28 23:30:00.000,294.67
2025-10-28,2025-10-28 23:45:00.000,265.48
2025-10-29,2025-10-29 00:00:00.000,10.89
2025-10-29,2025-10-29 00:15:00.000,174.19
2025-10-29,2025-10-29 00:30:00.000,529.43
2025-10-29,2025-10-29 00:45:00.000,326.09
2025-10-29,2025-10-29 01:00:00.000,169.68
2025-10-29,2025-10-29 02:45:00.000,25.55
2025-10-29,2025-10-29 03:15:00.000,36.6
2025-10-29,2025-10-29 05:45:00.000,74.85
2025-10-29,2025-10-29 06:00:00.000,60.07
2025-10-29,2025-10-29 06:15:00.000,13.99
2025-10-29,2025-10-29 06:30:00.000,65.89
2025-10-29,2025-10-29 06:45:00.000,300.47
2025-10-29,2025-10-29 07:00:00.000,3910.2
2025-10-29,2025-10-29 07:15:00.000,5286.61
2025-10-29,2025-10-29 07:30:00.000,7077.16
2025-10-29,2025-10-29 07:45:00.000,3571.34
2025-10-29,2025-10-29 08:00:00.000,10066.51
2025-10-29,2025-10-29 08:15:00.000,4731.12
2025-10-29,2025-10-29 08:30:00.000,6619.18
2025-10-29,2025-10-29 08:45:00.000,6787.65
2025-10-29,2025-10-29 09:00:00.000,5667.41
2025-10-29,2025-10-29 09:15:00.000,10162.96
2025-10-29,2025-10-29 09:30:00.000,9686.02
2025-10-29,2025-10-29 09:45:00.000,16480.28
2025-10-29,2025-10-29 10:00:00.000,9092.15
2025-10-29,2025-10-29 10:15:00.000,15017.57
2025-10-29,2025-10-29 10:30:00.000,11689.6
2025-10-29,2025-10-29 10:45:00.000,17672.5
2025-10-29,2025-10-29 11:00:00.000,17106.28
2025-10-29,2025-10-29 11:15:00.000,7051.49
2025-10-29,2025-10-29 11:30:00.000,22250.15
2025-10-29,2025-10-29 11:45:00.000,9923.61
2025-10-29,2025-10-29 12:00:00.000,13582.77
2025-10-29,2025-10-29 12:15:00.000,16663.16
2025-10-29,2025-10-29 12:30:00.000,13556.18
2025-10-29,2025-10-29 12:45:00.000,8374.01
2025-10-29,2025-10-29 13:00:00.000,7182.95
2025-10-29,2025-10-29 13:15:00.000,4113.28
2025-10-29,2025-10-29 13:30:00.000,4057.98
2025-10-29,2025-10-29 13:45:00.000,3516.4
2025-10-29,2025-10-29 14:00:00.000,6609.71
2025-10-29,2025-10-29 14:15:00.000,4361.78
2025-10-29,2025-10-29 14:30:00.000,4541.56
2025-10-29,2025-10-29 14:45:00.000,8676.32
2025-10-29,2025-10-29 15:00:00.000,8439.82
2025-10-29,2025-10-29 15:15:00.000,9155.75
2025-10-29,2025-10-29 15:30:00.000,15445.48
2025-10-29,2025-10-29 15:45:00.000,18260.09
2025-10-29,2025-10-29 16:00:00.000,15515.96
2025-10-29,2025-10-29 16:15:00.000,27774.89
2025-10-29,2025-10-29 16:30:00.000,19538.17
2025-10-29,2025-10-29 16:45:00.000,27665.88
2025-10-29,2025-10-29 17:00:00.000,45670.91
2025-10-29,2025-10-29 17:15:00.000,26335.9
2025-10-29,2025-10-29 17:30:00.000,15811.89
2025-10-29,2025-10-29 17:45:00.000,18838.45
2025-10-29,2025-10-29 18:00:00.000,13256.74
2025-10-29,2025-10-29 18:15:00.000,14890.39
2025-10-29,2025-10-29 18:30:00.000,8743.81
2025-10-29,2025-10-29 18:45:00.000,5524.01
2025-10-29,2025-10-29 19:00:00.000,21342.86
2025-10-29,2025-10-29 19:15:00.000,31941.79
2025-10-29,2025-10-29 19:30:00.000,20042.23
2025-10-29,2025-10-29 19:45:00.000,13026.43
2025-10-29,2025-10-29 20:00:00.000,12234.54
2025-10-29,2025-10-29 20:15:00.000,11172.71
2025-10-29,2025-10-29 20:30:00.000,12650.26
2025-10-29,2025-10-29 20:45:00.000,10366.09
2025-10-29,2025-10-29 21:00:00.000,5934.76
2025-10-29,2025-10-29 21:15:00.000,6583.66
2025-10-29,2025-10-29 21:30:00.000,6377.56
2025-10-29,2025-10-29 21:45:00.000,5855.17
2025-10-29,2025-10-29 22:00:00.000,6579.37
2025-10-29,2025-10-29 22:15:00.000,3552.62
2025-10-29,2025-10-29 22:30:00.000,1999.41
2025-10-29,2025-10-29 22:45:00.000,1280.71
2025-10-29,2025-10-29 23:00:00.000,2467.88
2025-10-29,2025-10-29 23:15:00.000,720.84
2025-10-29,2025-10-29 23:30:00.000,125.45
2025-10-29,2025-10-29 23:45:00.000,639.71
2025-10-30,2025-10-30 00:00:00.000,12.9
2025-10-30,2025-10-30 00:15:00.000,28.77
2025-10-30,2025-10-30 00:30:00.000,-10.86
2025-10-30,2025-10-30 00:45:00.000,15.24
2025-10-30,2025-10-30 02:15:00.000,42.9
2025-10-30,2025-10-30 02:45:00.000,53.56
2025-10-30,2025-10-30 04:45:00.000,9.32
2025-10-30,2025-10-30 06:15:00.000,158.08
2025-10-30,2025-10-30 06:30:00.000,265.83
2025-10-30,2025-10-30 06:45:00.000,318.42
2025-10-30,2025-10-30 07:00:00.000,5470.01
2025-10-30,2025-10-30 07:15:00.000,5616.88
2025-10-30,2025-10-30 07:30:00.000,7554.25
2025-10-30,2025-10-30 07:45:00.000,4853.99
2025-10-30,2025-10-30 08:00:00.000,4991.64
2025-10-30,2025-10-30 08:15:00.000,6903.75
2025-10-30,2025-10-30 08:30:00.000,5302.5
2025-10-30,2025-10-30 08:45:00.000,8285.41
2025-10-30,2025-10-30 09:00:00.000,9058.34
2025-10-30,2025-10-30 09:15:00.000,10144.92
2025-10-30,2025-10-30 09:30:00.000,8772.65
2025-10-30,2025-10-30 09:45:00.000,11936.9
2025-10-30,2025-10-30 10:00:00.000,9589.68
2025-10-30,2025-10-30 10:15:00.000,11581.85
2025-10-30,2025-10-30 10:30:00.000,13546.48
2025-10-30,2025-10-30 10:45:00.000,19468.18
2025-10-30,2025-10-30 11:00:00.000,12411.1
2025-10-30,2025-10-30 11:15:00.000,13475.7
2025-10-30,2025-10-30 11:30:00.000,16903.01
2025-10-30,2025-10-30 11:45:00.000,18005.75
2025-10-30,2025-10-30 12:00:00.000,13179.23
2025-10-30,2025-10-30 12:15:00.000,9868.47
2025-10-30,2025-10-30 12:30:00.000,21246.15
2025-10-30,2025-10-30 12:45:00.000,12634.9
2025-10-30,2025-10-30 13:00:00.000,14341.66
2025-10-30,2025-10-30 13:15:00.000,16328.57
2025-10-30,2025-10-30 13:30:00.000,13384.82
2025-10-30,2025-10-30 13:45:00.000,14781.91
2025-10-30,2025-10-30 14:00:00.000,14114.61
2025-10-30,2025-10-30 14:15:00.000,18683.29
2025-10-30,2025-10-30 14:30:00.000,16373.84
2025-10-30,2025-10-30 14:45:00.000,13881.35
2025-10-30,2025-10-30 15:00:00.000,16044.09
2025-10-30,2025-10-30 15:15:00.000,13802.41
2025-10-30,2025-10-30 15:30:00.000,14355.43
2025-10-30,2025-10-30 15:45:00.000,19844.1
2025-10-30,2025-10-30 16:00:00.000,16250.05
2025-10-30,2025-10-30 16:15:00.000,14348.38
2025-10-30,2025-10-30 16:30:00.000,16969.43
2025-10-30,2025-10-30 16:45:00.000,17586.97
2025-10-30,2025-10-30 17:00:00.000,19960.09
2025-10-30,2025-10-30 17:15:00.000,25755.27
2025-10-30,2025-10-30 17:30:00.000,21687.95
2025-10-30,2025-10-30 17:45:00.000,19424.73
2025-10-30,2025-10-30 18:00:00.000,21522.55
2025-10-30,2025-10-30 18:15:00.000,21656.01
2025-10-30,2025-10-30 18:30:00.000,14625.8
2025-10-30,2025-10-30 18:45:00.000,9374.29
2025-10-30,2025-10-30 19:00:00.000,8825.85
2025-10-30,2025-10-30 19:15:00.000,17059.27
2025-10-30,2025-10-30 19:30:00.000,16922.18
2025-10-30,2025-10-30 19:45:00.000,18585.9
2025-10-30,2025-10-30 20:00:00.000,12701.35
2025-10-30,2025-10-30 20:15:00.000,12813.2
2025-10-30,2025-10-30 20:30:00.000,17112.03
2025-10-30,2025-10-30 20:45:00.000,13807.71
2025-10-30,2025-10-30 21:00:00.000,7156.25
2025-10-30,2025-10-30 21:15:00.000,4627.83
2025-10-30,2025-10-30 21:30:00.000,9391.39
2025-10-30,2025-10-30 21:45:00.000,7528.48
2025-10-30,2025-10-30 22:00:00.000,4568.22
2025-10-30,2025-10-30 22:15:00.000,6253.71
2025-10-30,2025-10-30 22:30:00.000,4582.12
2025-10-30,2025-10-30 22:45:00.000,2014.66
2025-10-30,2025-10-30 23:00:00.000,699.3
2025-10-30,2025-10-30 23:15:00.000,350.55
2025-10-30,2025-10-30 23:30:00.000,1519.47
2025-10-30,2025-10-30 23:45:00.000,1326.97
2025-10-31,2025-10-31 00:00:00.000,1399.75
2025-10-31,2025-10-31 00:15:00.000,209.79
2025-10-31,2025-10-31 00:30:00.000,214.47
2025-10-31,2025-10-31 00:45:00.000,55.49
2025-10-31,2025-10-31 01:15:00.000,44.8
2025-10-31,2025-10-31 01:30:00.000,158.14
2025-10-31,2025-10-31 01:45:00.000,104.9
2025-10-31,2025-10-31 02:15:00.000,32.8
2025-10-31,2025-10-31 05:00:00.000,13.38
2025-10-31,2025-10-31 05:15:00.000,470.86
2025-10-31,2025-10-31 05:45:00.000,68.09
2025-10-31,2025-10-31 06:00:00.000,18.59
2025-10-31,2025-10-31 06:15:00.000,632.48
2025-10-31,2025-10-31 06:30:00.000,171.38
2025-10-31,2025-10-31 06:45:00.000,276.57
2025-10-31,2025-10-31 07:00:00.000,4542.56
2025-10-31,2025-10-31 07:15:00.000,7675.34
2025-10-31,2025-10-31 07:30:00.000,13709.32
2025-10-31,2025-10-31 07:45:00.000,4997.54
2025-10-31,2025-10-31 08:00:00.000,11558.25
2025-10-31,2025-10-31 08:15:00.000,11750.78
2025-10-31,2025-10-31 08:30:00.000,8542.7
2025-10-31,2025-10-31 08:45:00.000,15513.31
2025-10-31,2025-10-31 09:00:00.000,9106.56
2025-10-31,2025-10-31 09:15:00.000,10370.26
2025-10-31,2025-10-31 09:30:00.000,9347.88
2025-10-31,2025-10-31 09:45:00.000,12712.19
2025-10-31,2025-10-31 10:00:00.000,10291.83
2025-10-31,2025-10-31 10:15:00.000,19156.49
2025-10-31,2025-10-31 10:30:00.000,17252.4
2025-10-31,2025-10-31 10:45:00.000,9247.99
2025-10-31,2025-10-31 11:00:00.000,5165.08
2025-10-31,2025-10-31 11:15:00.000,11576.62
2025-10-31,2025-10-31 11:30:00.000,13894.03
2025-10-31,2025-10-31 11:45:00.000,11540.52
2025-10-31,2025-10-31 12:00:00.000,11080.82
2025-10-31,2025-10-31 12:15:00.000,11903.38
2025-10-31,2025-10-31 12:30:00.000,11758.23
2025-10-31,2025-10-31 12:45:00.000,14648.7
2025-10-31,2025-10-31 13:00:00.000,15944.01
2025-10-31,2025-10-31 13:15:00.000,12974.3
2025-10-31,2025-10-31 13:30:00.000,14148.47
2025-10-31,2025-10-31 13:45:00.000,15509.74
2025-10-31,2025-10-31 14:00:00.000,11225.3
2025-10-31,2025-10-31 14:15:00.000,10918.56
2025-10-31,2025-10-31 14:30:00.000,12271.62
2025-10-31,2025-10-31 14:45:00.000,15734.27
2025-10-31,2025-10-31 15:00:00.000,18427.16
2025-10-31,2025-10-31 15:15:00.000,24475.89
2025-10-31,2025-10-31 15:30:00.000,18361.06
2025-10-31,2025-10-31 15:45:00.000,11809.6
2025-10-31,2025-10-31 16:00:00.000,19258
2025-10-31,2025-10-31 16:15:00.000,12519.94
2025-10-31,2025-10-31 16:30:00.000,14340.1
2025-10-31,2025-10-31 16:45:00.000,23129.35
2025-10-31,2025-10-31 17:00:00.000,12320.13
2025-10-31,2025-10-31 17:15:00.000,18309.27
2025-10-31,2025-10-31 17:30:00.000,14902.42
2025-10-31,2025-10-31 17:45:00.000,22895.39
2025-10-31,2025-10-31 18:00:00.000,11231.15
2025-10-31,2025-10-31 18:15:00.000,24650.69
2025-10-31,2025-10-31 18:30:00.000,10425.4
2025-10-31,2025-10-31 18:45:00.000,11855.18
2025-10-31,2025-10-31 19:00:00.000,11250.1
2025-10-31,2025-10-31 19:15:00.000,8359.92
2025-10-31,2025-10-31 19:30:00.000,11675.15
2025-10-31,2025-10-31 19:45:00.000,9077.84
2025-10-31,2025-10-31 20:00:00.000,20301.11
2025-10-31,2025-10-31 20:15:00.000,14848.67
2025-10-31,2025-10-31 20:30:00.000,11859.52
2025-10-31,2025-10-31 20:45:00.000,12807.91
2025-10-31,2025-10-31 21:00:00.000,7329.36
2025-10-31,2025-10-31 21:15:00.000,5894.26
2025-10-31,2025-10-31 21:30:00.000,10509.58
2025-10-31,2025-10-31 21:45:00.000,7149.35
2025-10-31,2025-10-31 22:00:00.000,5865.53
2025-10-31,2025-10-31 22:15:00.000,6870.75
2025-10-31,2025-10-31 22:30:00.000,5525.34
2025-10-31,2025-10-31 22:45:00.000,4579.45
2025-10-31,2025-10-31 23:00:00.000,3404.23
2025-10-31,2025-10-31 23:15:00.000,3446.92
2025-10-31,2025-10-31 23:30:00.000,2753.02
2025-10-31,2025-10-31 23:45:00.000,2029.1
2025-11-01,2025-11-01 00:00:00.000,958.45
2025-11-01,2025-11-01 00:15:00.000,55.96
2025-11-01,2025-11-01 00:30:00.000,131.9
2025-11-01,2025-11-01 01:00:00.000,19.96
2025-11-01,2025-11-01 01:15:00.000,49.97
2025-11-01,2025-11-01 01:30:00.000,287.49
2025-11-01,2025-11-01 01:45:00.000,58.89
2025-11-01,2025-11-01 02:45:00.000,3.79
2025-11-01,2025-11-01 03:45:00.000,7.2
2025-11-01,2025-11-01 05:45:00.000,169.02
2025-11-01,2025-11-01 06:00:00.000,82.78
2025-11-01,2025-11-01 06:15:00.000,42.89
2025-11-01,2025-11-01 06:30:00.000,245.54
2025-11-01,2025-11-01 06:45:00.000,1185.33
2025-11-01,2025-11-01 07:00:00.000,4782.3
2025-11-01,2025-11-01 07:15:00.000,5344.49
2025-11-01,2025-11-01 07:30:00.000,6324.69
2025-11-01,2025-11-01 07:45:00.000,7646.95
2025-11-01,2025-11-01 08:00:00.000,12629.64
2025-11-01,2025-11-01 08:15:00.000,7349.52
2025-11-01,2025-11-01 08:30:00.000,3740.55
2025-11-01,2025-11-01 08:45:00.000,5000.57
2025-11-01,2025-11-01 09:00:00.000,7058.75
2025-11-01,2025-11-01 09:15:00.000,5411.68
2025-11-01,2025-11-01 09:30:00.000,10035.87
2025-11-01,2025-11-01 09:45:00.000,8305.79
2025-11-01,2025-11-01 10:00:00.000,14542.94
2025-11-01,2025-11-01 10:15:00.000,12127.76
2025-11-01,2025-11-01 10:30:00.000,8162.06
2025-11-01,2025-11-01 10:45:00.000,8485.77
2025-11-01,2025-11-01 11:00:00.000,14705.53
2025-11-01,2025-11-01 11:15:00.000,11173.11
2025-11-01,2025-11-01 11:30:00.000,11016.95
2025-11-01,2025-11-01 11:45:00.000,11338.27
2025-11-01,2025-11-01 12:00:00.000,12639.4
2025-11-01,2025-11-01 12:15:00.000,9490.81
2025-11-01,2025-11-01 12:30:00.000,10322.95
2025-11-01,2025-11-01 12:45:00.000,12660.21
2025-11-01,2025-11-01 13:00:00.000,11254.57
2025-11-01,2025-11-01 13:15:00.000,9602.24
2025-11-01,2025-11-01 13:30:00.000,13140
2025-11-01,2025-11-01 13:45:00.000,12290.56
2025-11-01,2025-11-01 14:00:00.000,8365.93
2025-11-01,2025-11-01 14:15:00.000,7642.75
2025-11-01,2025-11-01 14:30:00.000,7429.82
2025-11-01,2025-11-01 14:45:00.000,6224.34
2025-11-01,2025-11-01 15:00:00.000,7847.32
2025-11-01,2025-11-01 15:15:00.000,14027.16
2025-11-01,2025-11-01 15:30:00.000,10387.46
2025-11-01,2025-11-01 15:45:00.000,11987.67
2025-11-01,2025-11-01 16:00:00.000,13192.01
2025-11-01,2025-11-01 16:15:00.000,7119.24
2025-11-01,2025-11-01 16:30:00.000,6209.62
2025-11-01,2025-11-01 16:45:00.000,11142.56
2025-11-01,2025-11-01 17:00:00.000,9514.8
2025-11-01,2025-11-01 17:15:00.000,13284.81
2025-11-01,2025-11-01 17:30:00.000,6946.11
2025-11-01,2025-11-01 17:45:00.000,11156.08
2025-11-01,2025-11-01 18:00:00.000,12566.28
2025-11-01,2025-11-01 18:15:00.000,8774.77
2025-11-01,2025-11-01 18:30:00.000,12460.64
2025-11-01,2025-11-01 18:45:00.000,13948.31
2025-11-01,2025-11-01 19:00:00.000,6340.56
2025-11-01,2025-11-01 19:15:00.000,8565.27
2025-11-01,2025-11-01 19:30:00.000,12376.4
2025-11-01,2025-11-01 19:45:00.000,10912.86
2025-11-01,2025-11-01 20:00:00.000,8306.65
2025-11-01,2025-11-01 20:15:00.000,5322.51
2025-11-01,2025-11-01 20:30:00.000,6511.9
2025-11-01,2025-11-01 20:45:00.000,8878.8
2025-11-01,2025-11-01 21:00:00.000,5006.55
2025-11-01,2025-11-01 21:15:00.000,6285.13
2025-11-01,2025-11-01 21:30:00.000,4324.23
2025-11-01,2025-11-01 21:45:00.000,3385.13
2025-11-01,2025-11-01 22:00:00.000,3290.16
2025-11-01,2025-11-01 22:15:00.000,1156.76
2025-11-01,2025-11-01 22:30:00.000,1158.93
2025-11-01,2025-11-01 22:45:00.000,1370.66
2025-11-01,2025-11-01 23:00:00.000,1265.83
2025-11-01,2025-11-01 23:15:00.000,916.32
2025-11-01,2025-11-01 23:30:00.000,586.85
2025-11-01,2025-11-01 23:45:00.000,204.45
2025-11-02,2025-11-02 00:00:00.000,190.06
2025-11-02,2025-11-02 00:15:00.000,311.88
2025-11-02,2025-11-02 00:30:00.000,85.19
2025-11-02,2025-11-02 00:45:00.000,47.69
2025-11-02,2025-11-02 01:00:00.000,97.88
2025-11-02,2025-11-02 01:30:00.000,201.89
2025-11-02,2025-11-02 01:45:00.000,98.6
2025-11-02,2025-11-02 03:15:00.000,33.87
2025-11-02,2025-11-02 03:30:00.000,159.19
2025-11-02,2025-11-02 04:30:00.000,54.79
2025-11-02,2025-11-02 05:15:00.000,14.09
2025-11-02,2025-11-02 06:00:00.000,31.46
2025-11-02,2025-11-02 06:30:00.000,8.77
2025-11-02,2025-11-02 06:45:00.000,37.9
2025-11-02,2025-11-02 07:00:00.000,199.8
2025-11-02,2025-11-02 07:15:00.000,268.25
2025-11-02,2025-11-02 07:30:00.000,690.4
2025-11-02,2025-11-02 07:45:00.000,369.42
2025-11-02,2025-11-02 08:00:00.000,3206.42
2025-11-02,2025-11-02 08:15:00.000,4159.76
2025-11-02,2025-11-02 08:30:00.000,5569.47
2025-11-02,2025-11-02 08:45:00.000,3945.68
2025-11-02,2025-11-02 09:00:00.000,5075.76
2025-11-02,2025-11-02 09:15:00.000,5722.91
2025-11-02,2025-11-02 09:30:00.000,6156.15
2025-11-02,2025-11-02 09:45:00.000,8227.93
2025-11-02,2025-11-02 10:00:00.000,7024.66
2025-11-02,2025-11-02 10:15:00.000,11235.8
2025-11-02,2025-11-02 10:30:00.000,6630.06
2025-11-02,2025-11-02 10:45:00.000,8843.34
2025-11-02,2025-11-02 11:00:00.000,9929.4
2025-11-02,2025-11-02 11:15:00.000,8451.82
2025-11-02,2025-11-02 11:30:00.000,9135.88
2025-11-02,2025-11-02 11:45:00.000,7142.72
2025-11-02,2025-11-02 12:00:00.000,10247.12
2025-11-02,2025-11-02 12:15:00.000,7392.75
2025-11-02,2025-11-02 12:30:00.000,4787.67
2025-11-02,2025-11-02 12:45:00.000,7402.72
2025-11-02,2025-11-02 13:00:00.000,3500.97
2025-11-02,2025-11-02 13:15:00.000,4906.6
2025-11-02,2025-11-02 13:30:00.000,6152.97
2025-11-02,2025-11-02 13:45:00.000,13200.31
2025-11-02,2025-11-02 14:00:00.000,5937.89
2025-11-02,2025-11-02 14:15:00.000,5758.33
2025-11-02,2025-11-02 14:30:00.000,4023.09
2025-11-02,2025-11-02 14:45:00.000,5544.35
2025-11-02,2025-11-02 15:00:00.000,5847.22
2025-11-02,2025-11-02 15:15:00.000,6265.99
2025-11-02,2025-11-02 15:30:00.000,7955.42
2025-11-02,2025-11-02 15:45:00.000,5295.04
2025-11-02,2025-11-02 16:00:00.000,9446.64
2025-11-02,2025-11-02 16:15:00.000,6593.8
2025-11-02,2025-11-02 16:30:00.000,6502.99
2025-11-02,2025-11-02 16:45:00.000,9918.25
2025-11-02,2025-11-02 17:00:00.000,6875.28
2025-11-02,2025-11-02 17:15:00.000,6093.22
2025-11-02,2025-11-02 17:30:00.000,5606.24
2025-11-02,2025-11-02 17:45:00.000,11177.81
2025-11-02,2025-11-02 18:00:00.000,6453.32
2025-11-02,2025-11-02 18:15:00.000,11230.35
2025-11-02,2025-11-02 18:30:00.000,11590.81
2025-11-02,2025-11-02 18:45:00.000,7054.52
2025-11-02,2025-11-02 19:00:00.000,8494.25
2025-11-02,2025-11-02 19:15:00.000,10623.04
2025-11-02,2025-11-02 19:30:00.000,9864.34
2025-11-02,2025-11-02 19:45:00.000,5163.43
2025-11-02,2025-11-02 20:00:00.000,6565.55
2025-11-02,2025-11-02 20:15:00.000,4544.86
2025-11-02,2025-11-02 20:30:00.000,8962.03
2025-11-02,2025-11-02 20:45:00.000,9895.07
2025-11-02,2025-11-02 21:00:00.000,4637.17
2025-11-02,2025-11-02 21:15:00.000,4361.8
2025-11-02,2025-11-02 21:30:00.000,3418.84
2025-11-02,2025-11-02 21:45:00.000,5720.71
2025-11-02,2025-11-02 22:00:00.000,1051.11
2025-11-02,2025-11-02 22:15:00.000,4044.9
2025-11-02,2025-11-02 22:30:00.000,578.2
2025-11-02,2025-11-02 22:45:00.000,1151.58
2025-11-02,2025-11-02 23:00:00.000,477.66
2025-11-02,2025-11-02 23:15:00.000,0.85
2025-11-02,2025-11-02 23:30:00.000,297.39
2025-11-02,2025-11-02 23:45:00.000,749.2
2025-11-03,2025-11-03 00:00:00.000,424.98
2025-11-03,2025-11-03 00:15:00.000,368.72
2025-11-03,2025-11-03 00:30:00.000,19.99
2025-11-03,2025-11-03 00:45:00.000,31.6
2025-11-03,2025-11-03 01:00:00.000,28.48
2025-11-03,2025-11-03 01:30:00.000,105.02
2025-11-03,2025-11-03 01:45:00.000,29.9
2025-11-03,2025-11-03 02:15:00.000,52.08
2025-11-03,2025-11-03 02:45:00.000,114.69
2025-11-03,2025-11-03 04:30:00.000,125.82
2025-11-03,2025-11-03 06:15:00.000,222.34
2025-11-03,2025-11-03 06:30:00.000,125.64
2025-11-03,2025-11-03 06:45:00.000,1398.54
2025-11-03,2025-11-03 07:00:00.000,4142.43
2025-11-03,2025-11-03 07:15:00.000,6974.03
2025-11-03,2025-11-03 07:30:00.000,8411.38
2025-11-03,2025-11-03 07:45:00.000,7960.36
2025-11-03,2025-11-03 08:00:00.000,6284.08
2025-11-03,2025-11-03 08:15:00.000,8921.14
2025-11-03,2025-11-03 08:30:00.000,7267.08
2025-11-03,2025-11-03 08:45:00.000,8034.33
2025-11-03,2025-11-03 09:00:00.000,8613.91
2025-11-03,2025-11-03 09:15:00.000,7965.86
2025-11-03,2025-11-03 09:30:00.000,12057.66
2025-11-03,2025-11-03 09:45:00.000,14991.84
2025-11-03,2025-11-03 10:00:00.000,12235.25
2025-11-03,2025-11-03 10:15:00.000,12370.8
2025-11-03,2025-11-03 10:30:00.000,15311.23
2025-11-03,2025-11-03 10:45:00.000,17866.89
2025-11-03,2025-11-03 11:00:00.000,18729.85
2025-11-03,2025-11-03 11:15:00.000,12693.92
2025-11-03,2025-11-03 11:30:00.000,16840.54
2025-11-03,2025-11-03 11:45:00.000,12885.7
2025-11-03,2025-11-03 12:00:00.000,11123.11
2025-11-03,2025-11-03 12:15:00.000,459.43
2025-11-03,2025-11-03 12:30:00.000,775.81
2025-11-03,2025-11-03 12:45:00.000,5766.47
2025-11-03,2025-11-03 13:00:00.000,6109.99
2025-11-03,2025-11-03 13:15:00.000,5080.17
2025-11-03,2025-11-03 13:30:00.000,20997.75
2025-11-03,2025-11-03 13:45:00.000,13127.72
2025-11-03,2025-11-03 14:00:00.000,6142.46
2025-11-03,2025-11-03 14:15:00.000,7629.19
2025-11-03,2025-11-03 14:30:00.000,3499.17
2025-11-03,2025-11-03 14:45:00.000,8956.69
2025-11-03,2025-11-03 15:00:00.000,2190.56
2025-11-03,2025-11-03 15:15:00.000,1224.97
2025-11-03,2025-11-03 15:30:00.000,4237.53
2025-11-03,2025-11-03 15:45:00.000,11189.36
2025-11-03,2025-11-03 16:00:00.000,39759.33
2025-11-03,2025-11-03 16:15:00.000,67077.16
2025-11-03,2025-11-03 16:30:00.000,41325.38
2025-11-03,2025-11-03 16:45:00.000,34530.52
2025-11-03,2025-11-03 17:00:00.000,23964.25
2025-11-03,2025-11-03 17:15:00.000,10572.43
2025-11-03,2025-11-03 17:30:00.000,7569.26
2025-11-03,2025-11-03 17:45:00.000,19723.97
2025-11-03,2025-11-03 18:00:00.000,33526.82
2025-11-03,2025-11-03 18:15:00.000,22139.49
2025-11-03,2025-11-03 18:30:00.000,23411.48
2025-11-03,2025-11-03 18:45:00.000,23209.18
2025-11-03,2025-11-03 19:00:00.000,20002.43
2025-11-03,2025-11-03 19:15:00.000,17540.05
2025-11-03,2025-11-03 19:30:00.000,17478.88
2025-11-03,2025-11-03 19:45:00.000,21023.47
2025-11-03,2025-11-03 20:00:00.000,16610.01
2025-11-03,2025-11-03 20:15:00.000,21030.31
2025-11-03,2025-11-03 20:30:00.000,16210.11
2025-11-03,2025-11-03 20:45:00.000,22186.5
2025-11-03,2025-11-03 21:00:00.000,15728.51
2025-11-03,2025-11-03 21:15:00.000,8707.53
2025-11-03,2025-11-03 21:30:00.000,10860.27
2025-11-03,2025-11-03 21:45:00.000,13824.86
2025-11-03,2025-11-03 22:00:00.000,7757.24
